RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name,results
ak022akjvud9,06-05-22 7:05,3535023/3 (33535) ARTUS,PKP Intercity,06-05-22,Przemyśl Główny - Gdynia Główna,9:3523:00 AM,20,Kraków Główny,1
ak022akjvj5h,06-05-22 7:05,3335350 (33535) WETLINA,PKP Intercity,06-05-22,Zagórz - Kraków Główny,9:353:00 AM,12,Kraków Główny,1
ci40327624,06-05-22 7:05,353353523/3 (33535) KARŁOWICZ,PKP Intercity,06-05-22,Warszawa Wschodnia - Kraków Główny,9:39,0,Kraków Główny,0
nn00845404,06-05-22 7:05,37000/35 (56) WAWEL,PKP Intercity,06-05-22,Przemyśl Główny - Frankfurt/Oder,9:53,12,Kraków Główny,1
nn00845403,06-05-22 7:05,353023/3 (56) ,PKP Intercity,06-05-22,Warszawa Wschodnia - Kraków Główny,350:357:00 AM,21,Kraków Główny,1
uw61873226,06-05-22 7:05,90303,POLREGIO Sp. z o.o.,06-05-22,Gdynia Główna - Hel,7:07,0,Gdynia Chylonia,0
hv73113387,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:08,10,Gdynia Chylonia,1
nc73769315,06-05-22 7:05,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:3523:00 AM,36,Gdynia Chylonia,1
hv73113372,06-05-22 7:05,90404,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:353:00 AM,0,Gdynia Chylonia,0
ak022akjoh9k,06-05-22 7:05,55863,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,7:355:00 AM,11,Gdynia Chylonia,1
uw61873221,06-05-22 7:05,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:356:00 AM,38,Gdynia Chylonia,1
nn00845402,06-05-22 7:05,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,7:2335:00 AM,0,Gdynia Chylonia,0
nc73769310,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:235:00 AM,16,Gdynia Chylonia,1
ci40327608,06-05-22 7:05,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:34,38,Gdynia Chylonia,1
nn00845401,06-05-22 7:05,55867,POLREGIO Sp. z o.o.,06-05-22,Pruszcz Gdański - Gdynia Chylonia,7:34,0,Gdynia Chylonia,0
ci40327600,06-05-22 7:05,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:435:00 AM,41,Gdynia Chylonia,1
ci40327592,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:46,0,Gdynia Chylonia,0
hv73113357,06-05-22 7:05,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:48,45,Gdynia Chylonia,1
nn00845398,06-05-22 7:05,90406,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:50,12,Gdynia Chylonia,1
us6000ibu2,06-05-22 7:05,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,8:06,0,Gdynia Chylonia,0
nn00845397,06-05-22 7:05,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,8:06,32,Gdynia Chylonia,1
ci40327584,06-05-22 7:05,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,8:3535:00 AM,0,Gdynia Chylonia,0
us6000ibu6,06-05-22 7:05,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:34,11,Gdynia Chylonia,1
ci40327576,06-05-22 7:05,59804,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:09,21,Gdańsk Stocznia,1
nn00845392,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:354:00 AM,0,Gdańsk Stocznia,0
av91664601,06-05-22 7:05,59604,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:359:00 AM,12,Gdańsk Stocznia,1
nc73769300,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:235:00 AM,41,Gdańsk Stocznia,1
ci40327568,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:239:00 AM,0,Gdańsk Stocznia,0
ok2022qdbv,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:39,21,Gdańsk Stocznia,1
nc73769295,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:49,0,Gdańsk Stocznia,0
av91664571,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:59,23,Gdańsk Stocznia,1
nm60405092,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:09,0,Gdańsk Stocznia,0
pr71366768,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:07,21,Gdańsk Politechnika,1
nn00845326,06-05-22 7:05,59804,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:07,0,Gdańsk Politechnika,0
ci40327560,06-05-22 7:05,59604,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:357:00 AM,0,Gdańsk Politechnika,0
nn00845388,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:357:00 AM,10,Gdańsk Politechnika,1
nc73769290,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:237:00 AM,17,Gdańsk Politechnika,1
ci40327552,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:238:00 AM,0,Gdańsk Politechnika,0
av91664546,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:37,8,Gdańsk Politechnika,1
us6000ibtm,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:47,0,Gdańsk Politechnika,0
ok2022qczi,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:57,24,Gdańsk Politechnika,1
ak022akhzdcp,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:07,0,Gdańsk Politechnika,0
av91664536,06-05-22 7:05,59604,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:3535:00 AM,21,Gdańsk Zaspa,1
pr2022230002,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:3523:00 AM,10,Gdańsk Zaspa,1
us6000ibtg,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:2335:00 AM,0,Gdańsk Zaspa,0
ak022akhia4r,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:2323:00 AM,0,Gdańsk Zaspa,0
ci40327536,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:335:00 AM,11,Gdańsk Zaspa,1
nn00845324,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:33,0,Gdańsk Zaspa,0
ci40327528,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:435:00 AM,20,Gdańsk Zaspa,1
uu60510332,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:523:00 AM,10,Gdańsk Zaspa,1
nn00845321,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:035:00 AM,0,Gdańsk Zaspa,0
uw61873201,06-05-22 7:05,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:06,12,Warszawa Włochy,1
nn00845320,06-05-22 7:05,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:3523:00 AM,21,Warszawa Włochy,1
se60159943,06-05-22 7:05,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:358:00 AM,0,Warszawa Włochy,0
uu60510322,06-05-22 7:05,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:359:00 AM,23,Warszawa Włochy,1
us6000ibsp,06-05-22 7:05,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:239:00 AM,25,Warszawa Włochy,1
uu60510317,06-05-22 7:05,935448,Koleje Mazowieckie,06-05-22,Sochaczew - Warszawa Główna,7:323:00 AM,0,Warszawa Włochy,0
pr71366738,06-05-22 7:05,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:33,30,Warszawa Włochy,1
ci40327520,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:36,0,Warszawa Włochy,0
nc73769270,06-05-22 7:05,359404/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Sochaczew,7:40,23,Warszawa Włochy,1
uu60510312,06-05-22 7:05,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:435:00 AM,99,Warszawa Włochy,1
ci40327512,06-05-22 7:05,9354523/3  ,Koleje Mazowieckie,06-05-22,Teresin Niepokalanów - Warszawa Wschodnia,7:49,0,Warszawa Włochy,0
ak022akgonr0,06-05-22 7:05,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:59,20,Warszawa Włochy,1
nn00845387,06-05-22 7:05,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:354:00 AM,31,Warszawa Włochy,1
uu60510307,06-05-22 7:05,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,8:358:00 AM,0,Warszawa Włochy,0
pr2022230001,06-05-22 7:05,59604,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:09,12,Gdańsk Przymorze-Uniwersytet,1
nc73769265,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:354:00 AM,21,Gdańsk Przymorze-Uniwersytet,1
us6000ibse,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:359:00 AM,0,Gdańsk Przymorze-Uniwersytet,0
ak022akg6jf9,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:234:00 AM,17,Gdańsk Przymorze-Uniwersytet,1
hv73113152,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:239:00 AM,12,Gdańsk Przymorze-Uniwersytet,1
us6000ibs8,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:35,0,Gdańsk Przymorze-Uniwersytet,0
av91068788,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:39,20,Gdańsk Przymorze-Uniwersytet,1
uu60510302,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:49,11,Gdańsk Przymorze-Uniwersytet,1
uu60510297,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:59,0,Gdańsk Przymorze-Uniwersytet,0
av91068783,06-05-22 7:05,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:350:00 AM,11,Sopot Wyścigi,1
nc73769260,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:3523:00 AM,21,Sopot Wyścigi,1
av91664436,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:230:00 AM,0,Sopot Wyścigi,0
nn00845318,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:2323:00 AM,16,Sopot Wyścigi,1
ci40327504,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:30,34,Sopot Wyścigi,1
ci40327488,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:323:00 AM,0,Sopot Wyścigi,0
av91068778,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:435:00 AM,0,Sopot Wyścigi,0
hv73113112,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:43,12,Sopot Wyścigi,1
ci40327480,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:53,0,Sopot Wyścigi,0
nc73769250,06-05-22 7:05,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:08,0,Gdańsk Żabianka-AWFiS,0
ak022akff2nr,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:354:00 AM,21,Gdańsk Żabianka-AWFiS,1
nc73769245,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:358:00 AM,0,Gdańsk Żabianka-AWFiS,0
nc73769240,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:234:00 AM,14,Gdańsk Żabianka-AWFiS,1
pr71366713,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:238:00 AM,36,Gdańsk Żabianka-AWFiS,1
ci40327472,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:34,0,Gdańsk Żabianka-AWFiS,0
ak022akf56ed,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:39,0,Gdańsk Żabianka-AWFiS,0
ci37511709,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:45,21,Gdańsk Żabianka-AWFiS,1
ok2022qcpy,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:55,0,Gdańsk Żabianka-AWFiS,0
uu60510292,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:09,0,Gdynia Wzgórze Św.Maksymiliana,0
pr71366703,06-05-22 7:05,95403,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:356:00 AM,34,Gdynia Wzgórze Św.Maksymiliana,1
nc73769230,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:359:00 AM,0,Gdynia Wzgórze Św.Maksymiliana,0
uu60030824,06-05-22 7:05,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:233:00 AM,11,Gdynia Wzgórze Św.Maksymiliana,1
ci37511717,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:30,0,Gdynia Wzgórze Św.Maksymiliana,0
ci40327456,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:34,18,Gdynia Wzgórze Św.Maksymiliana,1
nc73769225,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:40,15,Gdynia Wzgórze Św.Maksymiliana,1
uu60510282,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:44,0,Gdynia Wzgórze Św.Maksymiliana,0
ci40327448,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:55,40,Gdynia Wzgórze Św.Maksymiliana,1
ak022akev4n6,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:350:00 AM,23,Sopot,1
us6000ibrs,06-05-22 7:05,506236/7  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Główna,7:3523:00 AM,35,Sopot,1
ci40327440,06-05-22 7:05,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:3523:00 AM,0,Sopot,0
pr2022230000,06-05-22 7:05,55867,POLREGIO Sp. z o.o.,06-05-22,Pruszcz Gdański - Gdynia Chylonia,7:358:00 AM,23,Sopot,1
pr71366663,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:230:00 AM,0,Sopot,0
ok2022qcmv,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:2323:00 AM,0,Sopot,0
uw61873181,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:30,41,Sopot,1
ak022akeaylc,06-05-22 7:05,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:323:00 AM,0,Sopot,0
nn00845308,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:323:00 AM,18,Sopot,1
ok2022qcmm,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:435:00 AM,23,Sopot,1
ak022ake924a,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:43,0,Sopot,0
pr71366658,06-05-22 7:05,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,7:44,0,Sopot,0
us6000ibrq,06-05-22 7:05,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:49,12,Sopot,1
hv73112952,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:535:00 AM,20,Sopot,1
ak022akdwlv9,06-05-22 7:05,96955/4  ,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,8:07,0,Sopot,0
ok2022qclo,06-05-22 7:05,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:3523:00 AM,11,Sopot,1
ci40327432,06-05-22 7:05,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,8:2323:00 AM,0,Sopot,0
nn00845305,06-05-22 7:05,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,8:44,0,Sopot,0
ci40327424,06-05-22 7:05,8300/35  ,PKP Intercity,06-05-22,Kołobrzeg - Kraków Główny,8:44,21,Sopot,1
nn00845386,06-05-22 7:05,7500/35  BAŁTYK,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,8:535:00 AM,12,Sopot,1
av91068753,06-05-22 7:05,355350/35  NEPTUN,PKP Intercity,06-05-22,Warszawa Zachodnia - Gdynia Główna,9:356:00 AM,0,Sopot,0
nc73769210,06-05-22 7:05,3503554/5  ŁUKOWIANKA,Koleje Mazowieckie,06-05-22,Łuków - Warszawa Zachodnia,7:05,34,Warszawa Wschodnia,1
nn00845348,06-05-22 7:05,935954/5  ,Koleje Mazowieckie,06-05-22,Skierniewice - Woło Słoneczna,7:08,0,Warszawa Wschodnia,0
ci40327416,06-05-22 7:05,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:09,20,Warszawa Wschodnia,1
nn00845291,06-05-22 7:05,9735353,Koleje Mazowieckie,06-05-22,Warszawa Centralna - Modlin,7:3535:00 AM,12,Warszawa Wschodnia,1
uu60510277,06-05-22 7:05,995350/35  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:3523:00 AM,0,Warszawa Wschodnia,0
ak022aj3h7y5,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:353:00 AM,12,Warszawa Wschodnia,1
pr71366643,06-05-22 7:05,6353570/35  KARKONOSZE,PKP Intercity,06-05-22,Jelenia Góra - Warszawa Wschodnia,7:356:00 AM,21,Warszawa Wschodnia,1
hv73112797,06-05-22 7:05,2335550/35  ,Koleje Mazowieckie,06-05-22,Radom Główny - Pilawa,7:356:00 AM,0,Warszawa Wschodnia,0
uu60510272,06-05-22 7:05,93670/35  ,Koleje Mazowieckie,06-05-22,Siedlce - Piaseczno,7:06,10,Warszawa Śródmieście,1
nn00845282,06-05-22 7:05,2335550/35  ,Koleje Mazowieckie,06-05-22,Radom Główny - Pilawa,7:07,36,Warszawa Śródmieście,1
ci40327408,06-05-22 7:05,935798/9  ,Koleje Mazowieckie,06-05-22,Ostrołęka - Warszawa Zachodnia,7:350:00 AM,0,Warszawa Śródmieście,0
pr71366638,06-05-22 7:05,935404/5  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:3535:00 AM,11,Warszawa Śródmieście,1
uu60510267,06-05-22 7:05,23353504/5  RADOMIAK,Koleje Mazowieckie,06-05-22,Skarżysko-Kamienna - Mińsk Mazowiecki,7:355:00 AM,38,Warszawa Śródmieście,1
nn00845271,06-05-22 7:05,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:357:00 AM,0,Warszawa Śródmieście,0
hv73112767,06-05-22 7:05,935956/7  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Rembertów,7:359:00 AM,16,Warszawa Śródmieście,1
nc73769200,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:2335:00 AM,38,Warszawa Śródmieście,1
ci40327384,06-05-22 7:05,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:07,0,Sopot Kamienny Potok,0
hv73112757,06-05-22 7:05,95403,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:08,41,Sopot Kamienny Potok,1
ci40327376,06-05-22 7:05,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:356:00 AM,0,Sopot Kamienny Potok,0
nn00845347,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:357:00 AM,45,Sopot Kamienny Potok,1
ci40327360,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:236:00 AM,12,Sopot Kamienny Potok,1
nc73769190,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:237:00 AM,0,Sopot Kamienny Potok,0
us6000ibqz,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:36,32,Sopot Kamienny Potok,1
av91664306,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:38,0,Sopot Kamienny Potok,0
uu60510262,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:47,11,Sopot Kamienny Potok,1
ak022aj2o4js,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:48,21,Sopot Kamienny Potok,1
ci40327344,06-05-22 7:05,232363523/3  ,Koleje Mazowieckie,06-05-22,Sobolew - Radom Główny,7:358:00 AM,0,Warszawa Wschodnia,0
nn00845346,06-05-22 7:05,350353523/3  ZAMENHOF,PKP Intercity,06-05-22,Białystok - Warszawa Zachodnia,7:230:00 AM,12,Warszawa Wschodnia,1
nc73769180,06-05-22 7:05,935404/5  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:230:00 AM,41,Warszawa Wschodnia,1
ci37437884,06-05-22 7:05,23353504/5  RADOMIAK,Koleje Mazowieckie,06-05-22,Skarżysko-Kamienna - Mińsk Mazowiecki,7:233:00 AM,0,Warszawa Wschodnia,0
ci40327320,06-05-22 7:05,999350/35  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:234:00 AM,21,Warszawa Wschodnia,1
se60405062,06-05-22 7:05,35500/35  ,PKP Intercity,06-05-22,Warszawa Centralna - Gdynia Główna,7:236:00 AM,0,Warszawa Wschodnia,0
uu60510257,06-05-22 7:05,935956/7  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Rembertów,7:237:00 AM,23,Warszawa Wschodnia,1
nc73769175,06-05-22 7:05,9355323/3  ,Koleje Mazowieckie,06-05-22,Celestynów - Warszawa Zachodnia,7:238:00 AM,0,Warszawa Wschodnia,0
